date,hour,season,weathersit,weekday,workingday,holiday,weekend,registered,casual,total
2011-06-03,9,Summer,Clear/Cloudy,5,1,0,0,194,36,230
2011-06-03,10,Summer,Clear/Cloudy,5,1,0,0,107,54,161
2011-06-03,11,Summer,Clear/Cloudy,5,1,0,0,135,57,192
2011-06-03,12,Summer,Clear/Cloudy,5,1,0,0,208,51,259
2011-06-03,13,Summer,Clear/Cloudy,5,1,0,0,190,58,248
2011-06-03,14,Summer,Clear/Cloudy,5,1,0,0,174,66,240
2011-06-03,15,Summer,Clear/Cloudy,5,1,0,0,156,56,212
2011-06-03,16,Summer,Clear/Cloudy,5,1,0,0,286,63,349
2011-06-03,17,Summer,Clear/Cloudy,5,1,0,0,485,73,558
2011-06-03,18,Summer,Clear/Cloudy,5,1,0,0,488,76,564
2011-06-03,19,Summer,Clear/Cloudy,5,1,0,0,338,53,391
2011-06-03,20,Summer,Clear/Cloudy,5,1,0,0,236,57,293
2011-06-03,21,Summer,Clear/Cloudy,5,1,0,0,196,51,247
2011-06-03,22,Summer,Clear/Cloudy,5,1,0,0,145,26,171
2011-06-03,23,Summer,Clear/Cloudy,5,1,0,0,141,30,171
2011-06-04,0,Summer,Clear/Cloudy,6,0,0,1,69,24,93
2011-06-04,1,Summer,Clear/Cloudy,6,0,0,1,80,14,94
2011-06-04,2,Summer,Clear/Cloudy,6,0,0,1,41,18,59
2011-06-04,3,Summer,Clear/Cloudy,6,0,0,1,10,8,18
2011-06-04,4,Summer,Clear/Cloudy,6,0,0,1,11,4,15
2011-06-04,5,Summer,Clear/Cloudy,6,0,0,1,5,3,8
2011-06-04,6,Summer,Clear/Cloudy,6,0,0,1,17,11,28
2011-06-04,7,Summer,Clear/Cloudy,6,0,0,1,60,27,87
2011-06-04,8,Summer,Clear/Cloudy,6,0,0,1,96,29,125
2011-06-04,9,Summer,Clear/Cloudy,6,0,0,1,169,55,224
2011-06-04,10,Summer,Clear/Cloudy,6,0,0,1,202,115,317
2011-06-04,11,Summer,Clear/Cloudy,6,0,0,1,249,120,369
2011-06-04,12,Summer,Clear/Cloudy,6,0,0,1,270,150,420
2011-06-04,13,Summer,Clear/Cloudy,6,0,0,1,268,188,456
2011-06-04,14,Summer,Clear/Cloudy,6,0,0,1,258,193,451
2011-06-04,15,Summer,Misty/Cloudy,6,0,0,1,224,180,404
2011-06-04,16,Summer,Misty/Cloudy,6,0,0,1,272,168,440
2011-06-04,17,Summer,Misty/Cloudy,6,0,0,1,202,142,344
2011-06-04,18,Summer,Misty/Cloudy,6,0,0,1,214,127,341
2011-06-04,19,Summer,Misty/Cloudy,6,0,0,1,206,79,285
2011-06-04,20,Summer,Misty/Cloudy,6,0,0,1,149,90,239
2011-06-04,21,Summer,Misty/Cloudy,6,0,0,1,139,46,185
2011-06-04,22,Summer,Clear/Cloudy,6,0,0,1,141,49,190
2011-06-04,23,Summer,Misty/Cloudy,6,0,0,1,121,29,150
2011-06-05,0,Summer,Clear/Cloudy,0,0,0,1,90,23,113
2011-06-05,1,Summer,Misty/Cloudy,0,0,0,1,70,26,96
2011-06-05,2,Summer,Misty/Cloudy,0,0,0,1,48,16,64
2011-06-05,3,Summer,Misty/Cloudy,0,0,0,1,25,22,47
2011-06-05,4,Summer,Misty/Cloudy,0,0,0,1,8,4,12
2011-06-05,5,Summer,Misty/Cloudy,0,0,0,1,5,1,6
2011-06-05,6,Summer,Misty/Cloudy,0,0,0,1,11,10,21
2011-06-05,7,Summer,Misty/Cloudy,0,0,0,1,19,8,27
2011-06-05,8,Summer,Misty/Cloudy,0,0,0,1,74,24,98
2011-06-05,9,Summer,Misty/Cloudy,0,0,0,1,111,53,164
2011-06-05,10,Summer,Misty/Cloudy,0,0,0,1,168,83,251
2011-06-05,11,Summer,Misty/Cloudy,0,0,0,1,214,121,335
2011-06-05,12,Summer,Misty/Cloudy,0,0,0,1,212,123,335
2011-06-05,13,Summer,Clear/Cloudy,0,0,0,1,213,154,367
2011-06-05,14,Summer,Clear/Cloudy,0,0,0,1,224,161,385
2011-06-05,15,Summer,Clear/Cloudy,0,0,0,1,256,161,417
2011-06-05,16,Summer,Clear/Cloudy,0,0,0,1,260,138,398
2011-06-05,17,Summer,Clear/Cloudy,0,0,0,1,264,126,390
2011-06-05,18,Summer,Clear/Cloudy,0,0,0,1,239,124,363
2011-06-05,19,Summer,Clear/Cloudy,0,0,0,1,249,108,357
2011-06-05,20,Summer,Clear/Cloudy,0,0,0,1,195,84,279
2011-06-05,21,Summer,Clear/Cloudy,0,0,0,1,111,54,165
2011-06-05,22,Summer,Clear/Cloudy,0,0,0,1,94,36,130
2011-06-05,23,Summer,Clear/Cloudy,0,0,0,1,61,25,86
2011-06-06,0,Summer,Clear/Cloudy,1,1,0,0,18,11,29
2011-06-06,1,Summer,Clear/Cloudy,1,1,0,0,5,9,14
2011-06-06,2,Summer,Clear/Cloudy,1,1,0,0,4,4,8
2011-06-06,3,Summer,Clear/Cloudy,1,1,0,0,3,2,5
2011-06-06,4,Summer,Clear/Cloudy,1,1,0,0,4,4,8
2011-06-06,5,Summer,Clear/Cloudy,1,1,0,0,24,7,31
2011-06-06,6,Summer,Clear/Cloudy,1,1,0,0,101,11,112
2011-06-06,7,Summer,Clear/Cloudy,1,1,0,0,281,18,299
2011-06-06,8,Summer,Clear/Cloudy,1,1,0,0,410,28,438
2011-06-06,9,Summer,Clear/Cloudy,1,1,0,0,162,26,188
2011-06-06,10,Summer,Clear/Cloudy,1,1,0,0,64,31,95
2011-06-06,11,Summer,Clear/Cloudy,1,1,0,0,72,39,111
2011-06-06,12,Summer,Clear/Cloudy,1,1,0,0,128,25,153
2011-06-06,13,Summer,Clear/Cloudy,1,1,0,0,152,28,180
2011-06-06,14,Summer,Clear/Cloudy,1,1,0,0,99,46,145
2011-06-06,15,Summer,Clear/Cloudy,1,1,0,0,127,38,165
2011-06-06,16,Summer,Clear/Cloudy,1,1,0,0,233,34,267
2011-06-06,17,Summer,Clear/Cloudy,1,1,0,0,516,63,579
2011-06-06,18,Summer,Clear/Cloudy,1,1,0,0,500,56,556
2011-06-06,19,Summer,Clear/Cloudy,1,1,0,0,343,64,407
2011-06-06,20,Summer,Clear/Cloudy,1,1,0,0,277,59,336
2011-06-06,21,Summer,Clear/Cloudy,1,1,0,0,160,29,189
2011-06-06,22,Summer,Clear/Cloudy,1,1,0,0,137,36,173
2011-06-06,23,Summer,Clear/Cloudy,1,1,0,0,55,5,60
2011-06-07,0,Summer,Clear/Cloudy,2,1,0,0,15,5,20
2011-06-07,1,Summer,Clear/Cloudy,2,1,0,0,2,2,4
2011-06-07,2,Summer,Clear/Cloudy,2,1,0,0,2,3,5
2011-06-07,3,Summer,Clear/Cloudy,2,1,0,0,1,1,2
2011-06-07,4,Summer,Clear/Cloudy,2,1,0,0,3,2,5
2011-06-07,5,Summer,Clear/Cloudy,2,1,0,0,30,2,32
2011-06-07,6,Summer,Clear/Cloudy,2,1,0,0,116,10,126
2011-06-07,7,Summer,Misty/Cloudy,2,1,0,0,311,23,334
2011-06-07,8,Summer,Misty/Cloudy,2,1,0,0,432,45,477
2011-06-07,9,Summer,Misty/Cloudy,2,1,0,0,190,27,217
2011-06-07,10,Summer,Misty/Cloudy,2,1,0,0,86,37,123
2011-06-07,11,Summer,Misty/Cloudy,2,1,0,0,113,38,151
2011-06-07,12,Summer,Misty/Cloudy,2,1,0,0,141,42,183
2011-06-07,13,Summer,Misty/Cloudy,2,1,0,0,141,55,196
2011-06-07,14,Summer,Misty/Cloudy,2,1,0,0,112,34,146
2011-06-07,15,Summer,Misty/Cloudy,2,1,0,0,127,56,183
2011-06-07,16,Summer,Clear/Cloudy,2,1,0,0,253,55,308
2011-06-07,17,Summer,Clear/Cloudy,2,1,0,0,475,64,539
2011-06-07,18,Summer,Clear/Cloudy,2,1,0,0,479,72,551
2011-06-07,19,Summer,Clear/Cloudy,2,1,0,0,355,69,424
2011-06-07,20,Summer,Clear/Cloudy,2,1,0,0,301,45,346
2011-06-07,21,Summer,Clear/Cloudy,2,1,0,0,187,31,218
2011-06-07,22,Summer,Clear/Cloudy,2,1,0,0,126,27,153
2011-06-07,23,Summer,Clear/Cloudy,2,1,0,0,72,18,90
2011-06-08,0,Summer,Clear/Cloudy,3,1,0,0,29,12,41
2011-06-08,1,Summer,Clear/Cloudy,3,1,0,0,20,3,23
2011-06-08,2,Summer,Clear/Cloudy,3,1,0,0,7,0,7
2011-06-08,3,Summer,Clear/Cloudy,3,1,0,0,1,2,3
2011-06-08,4,Summer,Clear/Cloudy,3,1,0,0,6,0,6
2011-06-08,5,Summer,Clear/Cloudy,3,1,0,0,21,0,21
2011-06-08,6,Summer,Clear/Cloudy,3,1,0,0,103,13,116
2011-06-08,7,Summer,Clear/Cloudy,3,1,0,0,329,24,353
2011-06-08,8,Summer,Clear/Cloudy,3,1,0,0,435,46,481
2011-06-08,9,Summer,Clear/Cloudy,3,1,0,0,168,34,202
2011-06-08,10,Summer,Clear/Cloudy,3,1,0,0,63,27,90
2011-06-08,11,Summer,Clear/Cloudy,3,1,0,0,106,28,134
2011-06-08,12,Summer,Clear/Cloudy,3,1,0,0,134,15,149
2011-06-08,13,Summer,Clear/Cloudy,3,1,0,0,116,20,136
2011-06-08,14,Summer,Clear/Cloudy,3,1,0,0,111,44,155
2011-06-08,15,Summer,Clear/Cloudy,3,1,0,0,100,28,128
2011-06-08,16,Summer,Clear/Cloudy,3,1,0,0,199,34,233
2011-06-08,17,Summer,Clear/Cloudy,3,1,0,0,426,80,506
2011-06-08,18,Summer,Clear/Cloudy,3,1,0,0,398,61,459
2011-06-08,19,Summer,Clear/Cloudy,3,1,0,0,323,61,384
2011-06-08,20,Summer,Clear/Cloudy,3,1,0,0,225,55,280
2011-06-08,21,Summer,Clear/Cloudy,3,1,0,0,168,34,202
2011-06-08,22,Summer,Clear/Cloudy,3,1,0,0,139,37,176
2011-06-08,23,Summer,Clear/Cloudy,3,1,0,0,98,18,116
2011-06-09,0,Summer,Misty/Cloudy,4,1,0,0,40,7,47
2011-06-09,1,Summer,Clear/Cloudy,4,1,0,0,13,3,16
2011-06-09,2,Summer,Misty/Cloudy,4,1,0,0,6,0,6
2011-06-09,3,Summer,Misty/Cloudy,4,1,0,0,2,0,2
2011-06-09,4,Summer,Misty/Cloudy,4,1,0,0,4,2,6
2011-06-09,5,Summer,Misty/Cloudy,4,1,0,0,19,1,20
2011-06-09,6,Summer,Misty/Cloudy,4,1,0,0,105,13,118
2011-06-09,7,Summer,Misty/Cloudy,4,1,0,0,283,31,314
2011-06-09,8,Summer,Misty/Cloudy,4,1,0,0,400,32,432
2011-06-09,9,Summer,Clear/Cloudy,4,1,0,0,148,20,168
2011-06-09,10,Summer,Clear/Cloudy,4,1,0,0,74,20,94
2011-06-09,11,Summer,Clear/Cloudy,4,1,0,0,82,36,118
2011-06-09,12,Summer,Clear/Cloudy,4,1,0,0,100,40,140
2011-06-09,13,Summer,Clear/Cloudy,4,1,0,0,118,18,136
2011-06-09,14,Summer,Clear/Cloudy,4,1,0,0,93,25,118
2011-06-09,15,Summer,Clear/Cloudy,4,1,0,0,86,18,104
2011-06-09,16,Summer,Clear/Cloudy,4,1,0,0,170,30,200
2011-06-09,17,Summer,Clear/Cloudy,4,1,0,0,355,54,409
2011-06-09,18,Summer,Clear/Cloudy,4,1,0,0,414,52,466
2011-06-09,19,Summer,Misty/Cloudy,4,1,0,0,271,55,326
2011-06-09,20,Summer,Misty/Cloudy,4,1,0,0,214,40,254
2011-06-09,21,Summer,Light Precipitation,4,1,0,0,142,29,171
2011-06-09,22,Summer,Misty/Cloudy,4,1,0,0,131,22,153
2011-06-09,23,Summer,Misty/Cloudy,4,1,0,0,82,15,97
2011-06-10,0,Summer,Light Precipitation,5,1,0,0,61,8,69
2011-06-10,1,Summer,Light Precipitation,5,1,0,0,18,5,23
2011-06-10,2,Summer,Clear/Cloudy,5,1,0,0,7,6,13
2011-06-10,3,Summer,Clear/Cloudy,5,1,0,0,3,3,6
2011-06-10,4,Summer,Clear/Cloudy,5,1,0,0,4,0,4
2011-06-10,5,Summer,Clear/Cloudy,5,1,0,0,28,0,28
2011-06-10,6,Summer,Clear/Cloudy,5,1,0,0,94,10,104
2011-06-10,7,Summer,Clear/Cloudy,5,1,0,0,242,25,267
2011-06-10,8,Summer,Clear/Cloudy,5,1,0,0,423,29,452
2011-06-10,9,Summer,Clear/Cloudy,5,1,0,0,176,37,213
2011-06-10,10,Summer,Clear/Cloudy,5,1,0,0,88,23,111
2011-06-10,11,Summer,Clear/Cloudy,5,1,0,0,107,46,153
2011-06-10,12,Summer,Clear/Cloudy,5,1,0,0,167,40,207
2011-06-10,13,Summer,Clear/Cloudy,5,1,0,0,149,40,189
2011-06-10,14,Summer,Clear/Cloudy,5,1,0,0,121,44,165
2011-06-10,15,Summer,Clear/Cloudy,5,1,0,0,163,49,212
2011-06-10,16,Summer,Clear/Cloudy,5,1,0,0,239,46,285
2011-06-10,17,Summer,Clear/Cloudy,5,1,0,0,454,63,517
2011-06-10,18,Summer,Clear/Cloudy,5,1,0,0,367,96,463
2011-06-10,19,Summer,Clear/Cloudy,5,1,0,0,245,61,306
2011-06-10,20,Summer,Clear/Cloudy,5,1,0,0,197,53,250
2011-06-10,21,Summer,Clear/Cloudy,5,1,0,0,163,55,218
2011-06-10,22,Summer,Clear/Cloudy,5,1,0,0,145,40,185
2011-06-10,23,Summer,Clear/Cloudy,5,1,0,0,110,36,146
2011-06-11,0,Summer,Clear/Cloudy,6,0,0,1,89,28,117
2011-06-11,1,Summer,Clear/Cloudy,6,0,0,1,67,10,77
2011-06-11,2,Summer,Clear/Cloudy,6,0,0,1,50,10,60
2011-06-11,3,Summer,Clear/Cloudy,6,0,0,1,18,10,28
2011-06-11,4,Summer,Clear/Cloudy,6,0,0,1,9,4,13
2011-06-11,5,Summer,Clear/Cloudy,6,0,0,1,12,4,16
2011-06-11,6,Summer,Clear/Cloudy,6,0,0,1,31,9,40
2011-06-11,7,Summer,Clear/Cloudy,6,0,0,1,50,18,68
2011-06-11,8,Summer,Clear/Cloudy,6,0,0,1,111,32,143
2011-06-11,9,Summer,Clear/Cloudy,6,0,0,1,171,59,230
2011-06-11,10,Summer,Clear/Cloudy,6,0,0,1,173,91,264
2011-06-11,11,Summer,Clear/Cloudy,6,0,0,1,215,110,325
2011-06-11,12,Summer,Clear/Cloudy,6,0,0,1,235,112,347
2011-06-11,13,Summer,Clear/Cloudy,6,0,0,1,237,150,387
2011-06-11,14,Summer,Clear/Cloudy,6,0,0,1,232,148,380
2011-06-11,15,Summer,Clear/Cloudy,6,0,0,1,232,142,374
2011-06-11,16,Summer,Misty/Cloudy,6,0,0,1,225,169,394
2011-06-11,17,Summer,Misty/Cloudy,6,0,0,1,190,147,337
2011-06-11,18,Summer,Misty/Cloudy,6,0,0,1,155,131,286
2011-06-11,19,Summer,Clear/Cloudy,6,0,0,1,167,97,264
2011-06-11,20,Summer,Clear/Cloudy,6,0,0,1,180,95,275
2011-06-11,21,Summer,Clear/Cloudy,6,0,0,1,144,76,220
2011-06-11,22,Summer,Clear/Cloudy,6,0,0,1,137,53,190
2011-06-11,23,Summer,Clear/Cloudy,6,0,0,1,107,24,131
2011-06-12,0,Summer,Clear/Cloudy,0,0,0,1,100,19,119
2011-06-12,1,Summer,Clear/Cloudy,0,0,0,1,74,19,93
2011-06-12,2,Summer,Clear/Cloudy,0,0,0,1,57,9,66
2011-06-12,3,Summer,Clear/Cloudy,0,0,0,1,20,8,28
2011-06-12,4,Summer,Clear/Cloudy,0,0,0,1,6,8,14
2011-06-12,5,Summer,Clear/Cloudy,0,0,0,1,5,5,10
2011-06-12,6,Summer,Clear/Cloudy,0,0,0,1,9,5,14
2011-06-12,7,Summer,Clear/Cloudy,0,0,0,1,27,7,34
2011-06-12,8,Summer,Clear/Cloudy,0,0,0,1,64,28,92
2011-06-12,9,Summer,Clear/Cloudy,0,0,0,1,107,75,182
2011-06-12,10,Summer,Clear/Cloudy,0,0,0,1,191,120,311
2011-06-12,11,Summer,Clear/Cloudy,0,0,0,1,236,131,367
2011-06-12,12,Summer,Clear/Cloudy,0,0,0,1,244,176,420
2011-06-12,13,Summer,Clear/Cloudy,0,0,0,1,264,109,373
2011-06-12,14,Summer,Clear/Cloudy,0,0,0,1,219,96,315
2011-06-12,15,Summer,Clear/Cloudy,0,0,0,1,218,142,360
2011-06-12,16,Summer,Light Precipitation,0,0,0,1,235,115,350
2011-06-12,17,Summer,Light Precipitation,0,0,0,1,158,94,252
2011-06-12,18,Summer,Clear/Cloudy,0,0,0,1,187,69,256
2011-06-12,19,Summer,Clear/Cloudy,0,0,0,1,156,67,223
2011-06-12,20,Summer,Clear/Cloudy,0,0,0,1,144,62,206
2011-06-12,21,Summer,Clear/Cloudy,0,0,0,1,101,39,140
2011-06-12,22,Summer,Clear/Cloudy,0,0,0,1,97,31,128
2011-06-12,23,Summer,Clear/Cloudy,0,0,0,1,74,33,107
2011-06-13,0,Summer,Clear/Cloudy,1,1,0,0,20,8,28
2011-06-13,1,Summer,Clear/Cloudy,1,1,0,0,10,6,16
2011-06-13,2,Summer,Clear/Cloudy,1,1,0,0,8,2,10
2011-06-13,3,Summer,Clear/Cloudy,1,1,0,0,6,1,7
2011-06-13,4,Summer,Clear/Cloudy,1,1,0,0,3,1,4
2011-06-13,5,Summer,Clear/Cloudy,1,1,0,0,27,2,29
2011-06-13,6,Summer,Clear/Cloudy,1,1,0,0,98,7,105
2011-06-13,7,Summer,Clear/Cloudy,1,1,0,0,302,26,328
2011-06-13,8,Summer,Clear/Cloudy,1,1,0,0,432,44,476
2011-06-13,9,Summer,Clear/Cloudy,1,1,0,0,189,35,224
2011-06-13,10,Summer,Clear/Cloudy,1,1,0,0,80,38,118
2011-06-13,11,Summer,Clear/Cloudy,1,1,0,0,106,53,159
2011-06-13,12,Summer,Clear/Cloudy,1,1,0,0,161,35,196
2011-06-13,13,Summer,Clear/Cloudy,1,1,0,0,174,53,227
2011-06-13,14,Summer,Clear/Cloudy,1,1,0,0,145,55,200
2011-06-13,15,Summer,Clear/Cloudy,1,1,0,0,127,58,185
2011-06-13,16,Summer,Clear/Cloudy,1,1,0,0,262,64,326
2011-06-13,17,Summer,Clear/Cloudy,1,1,0,0,529,72,601
2011-06-13,18,Summer,Clear/Cloudy,1,1,0,0,510,76,586
2011-06-13,19,Summer,Clear/Cloudy,1,1,0,0,348,75,423
2011-06-13,20,Summer,Clear/Cloudy,1,1,0,0,253,78,331
2011-06-13,21,Summer,Clear/Cloudy,1,1,0,0,178,40,218
2011-06-13,22,Summer,Clear/Cloudy,1,1,0,0,114,20,134
2011-06-13,23,Summer,Clear/Cloudy,1,1,0,0,75,14,89
2011-06-14,0,Summer,Clear/Cloudy,2,1,0,0,18,13,31
2011-06-14,1,Summer,Clear/Cloudy,2,1,0,0,10,3,13
2011-06-14,2,Summer,Clear/Cloudy,2,1,0,0,8,2,10
2011-06-14,3,Summer,Clear/Cloudy,2,1,0,0,1,1,2
2011-06-14,4,Summer,Clear/Cloudy,2,1,0,0,3,0,3
2011-06-14,5,Summer,Clear/Cloudy,2,1,0,0,23,3,26
2011-06-14,6,Summer,Clear/Cloudy,2,1,0,0,107,6,113
2011-06-14,7,Summer,Clear/Cloudy,2,1,0,0,346,19,365
2011-06-14,8,Summer,Clear/Cloudy,2,1,0,0,441,45,486
2011-06-14,9,Summer,Clear/Cloudy,2,1,0,0,174,19,193
2011-06-14,10,Summer,Clear/Cloudy,2,1,0,0,97,33,130
2011-06-14,11,Summer,Clear/Cloudy,2,1,0,0,103,40,143
2011-06-14,12,Summer,Clear/Cloudy,2,1,0,0,139,30,169
2011-06-14,13,Summer,Clear/Cloudy,2,1,0,0,176,33,209
2011-06-14,14,Summer,Misty/Cloudy,2,1,0,0,118,41,159
2011-06-14,15,Summer,Clear/Cloudy,2,1,0,0,136,42,178
2011-06-14,16,Summer,Clear/Cloudy,2,1,0,0,279,51,330
2011-06-14,17,Summer,Light Precipitation,2,1,0,0,484,85,569
2011-06-14,18,Summer,Clear/Cloudy,2,1,0,0,473,65,538
2011-06-14,19,Summer,Clear/Cloudy,2,1,0,0,335,51,386
2011-06-14,20,Summer,Clear/Cloudy,2,1,0,0,237,60,297
2011-06-14,21,Summer,Clear/Cloudy,2,1,0,0,206,37,243
2011-06-14,22,Summer,Clear/Cloudy,2,1,0,0,159,29,188
2011-06-14,23,Summer,Clear/Cloudy,2,1,0,0,91,19,110
2011-06-15,0,Summer,Clear/Cloudy,3,1,0,0,44,8,52
2011-06-15,1,Summer,Clear/Cloudy,3,1,0,0,14,0,14
2011-06-15,2,Summer,Clear/Cloudy,3,1,0,0,9,0,9
2011-06-15,3,Summer,Clear/Cloudy,3,1,0,0,1,0,1
2011-06-15,4,Summer,Clear/Cloudy,3,1,0,0,4,0,4
2011-06-15,5,Summer,Clear/Cloudy,3,1,0,0,20,1,21
2011-06-15,6,Summer,Clear/Cloudy,3,1,0,0,110,11,121
2011-06-15,7,Summer,Clear/Cloudy,3,1,0,0,348,22,370
2011-06-15,8,Summer,Clear/Cloudy,3,1,0,0,445,53,498
2011-06-15,9,Summer,Clear/Cloudy,3,1,0,0,185,22,207
2011-06-15,10,Summer,Clear/Cloudy,3,1,0,0,108,27,135
2011-06-15,11,Summer,Clear/Cloudy,3,1,0,0,115,49,164
2011-06-15,12,Summer,Clear/Cloudy,3,1,0,0,178,33,211
2011-06-15,13,Summer,Clear/Cloudy,3,1,0,0,146,43,189
2011-06-15,14,Summer,Clear/Cloudy,3,1,0,0,128,50,178
2011-06-15,15,Summer,Clear/Cloudy,3,1,0,0,131,33,164
2011-06-15,16,Summer,Clear/Cloudy,3,1,0,0,265,47,312
2011-06-15,17,Summer,Clear/Cloudy,3,1,0,0,555,83,638
2011-06-15,18,Summer,Clear/Cloudy,3,1,0,0,527,80,607
2011-06-15,19,Summer,Clear/Cloudy,3,1,0,0,362,54,416
2011-06-15,20,Summer,Clear/Cloudy,3,1,0,0,273,57,330
2011-06-15,21,Summer,Clear/Cloudy,3,1,0,0,209,48,257
2011-06-15,22,Summer,Clear/Cloudy,3,1,0,0,144,31,175
2011-06-15,23,Summer,Clear/Cloudy,3,1,0,0,90,17,107
2011-06-16,0,Summer,Clear/Cloudy,4,1,0,0,38,9,47
2011-06-16,1,Summer,Clear/Cloudy,4,1,0,0,13,4,17
2011-06-16,2,Summer,Clear/Cloudy,4,1,0,0,4,1,5
2011-06-16,3,Summer,Misty/Cloudy,4,1,0,0,4,0,4
2011-06-16,4,Summer,Misty/Cloudy,4,1,0,0,6,0,6
2011-06-16,5,Summer,Clear/Cloudy,4,1,0,0,18,7,25
2011-06-16,6,Summer,Light Precipitation,4,1,0,0,104,8,112
2011-06-16,7,Summer,Light Precipitation,4,1,0,0,172,16,188
2011-06-16,8,Summer,Misty/Cloudy,4,1,0,0,364,24,388
2011-06-16,9,Summer,Misty/Cloudy,4,1,0,0,232,29,261
2011-06-16,10,Summer,Misty/Cloudy,4,1,0,0,103,18,121
2011-06-16,11,Summer,Misty/Cloudy,4,1,0,0,117,33,150
2011-06-16,12,Summer,Clear/Cloudy,4,1,0,0,165,41,206
2011-06-16,13,Summer,Misty/Cloudy,4,1,0,0,114,37,151
2011-06-16,14,Summer,Misty/Cloudy,4,1,0,0,114,39,153
2011-06-16,15,Summer,Misty/Cloudy,4,1,0,0,127,32,159
2011-06-16,16,Summer,Light Precipitation,4,1,0,0,258,36,294
2011-06-16,17,Summer,Misty/Cloudy,4,1,0,0,230,42,272
2011-06-16,18,Summer,Clear/Cloudy,4,1,0,0,299,26,325
2011-06-16,19,Summer,Clear/Cloudy,4,1,0,0,269,58,327
2011-06-16,20,Summer,Clear/Cloudy,4,1,0,0,176,25,201
2011-06-16,21,Summer,Light Precipitation,4,1,0,0,154,34,188
2011-06-16,22,Summer,Light Precipitation,4,1,0,0,127,24,151
2011-06-16,23,Summer,Light Precipitation,4,1,0,0,14,2,16
2011-06-17,0,Summer,Clear/Cloudy,5,1,0,0,21,3,24
2011-06-17,1,Summer,Clear/Cloudy,5,1,0,0,19,4,23
2011-06-17,2,Summer,Clear/Cloudy,5,1,0,0,11,2,13
2011-06-17,3,Summer,Clear/Cloudy,5,1,0,0,5,1,6
2011-06-17,4,Summer,Clear/Cloudy,5,1,0,0,5,1,6
2011-06-17,5,Summer,Clear/Cloudy,5,1,0,0,12,1,13
2011-06-17,6,Summer,Clear/Cloudy,5,1,0,0,89,8,97
2011-06-17,7,Summer,Clear/Cloudy,5,1,0,0,225,25,250
2011-06-17,8,Summer,Misty/Cloudy,5,1,0,0,426,28,454
2011-06-17,9,Summer,Clear/Cloudy,5,1,0,0,196,28,224
2011-06-17,10,Summer,Clear/Cloudy,5,1,0,0,126,44,170
2011-06-17,11,Summer,Clear/Cloudy,5,1,0,0,138,43,181
2011-06-17,12,Summer,Clear/Cloudy,5,1,0,0,194,49,243
2011-06-17,13,Summer,Clear/Cloudy,5,1,0,0,156,48,204
2011-06-17,14,Summer,Clear/Cloudy,5,1,0,0,142,73,215
2011-06-17,15,Summer,Clear/Cloudy,5,1,0,0,181,62,243
2011-06-17,16,Summer,Clear/Cloudy,5,1,0,0,286,69,355
2011-06-17,17,Summer,Light Precipitation,5,1,0,0,467,85,552
2011-06-17,18,Summer,Light Precipitation,5,1,0,0,388,62,450
2011-06-17,19,Summer,Light Precipitation,5,1,0,0,275,53,328
2011-06-17,20,Summer,Clear/Cloudy,5,1,0,0,192,40,232
2011-06-17,21,Summer,Clear/Cloudy,5,1,0,0,159,49,208
2011-06-17,22,Summer,Clear/Cloudy,5,1,0,0,127,48,175
2011-06-17,23,Summer,Clear/Cloudy,5,1,0,0,141,37,178
2011-06-18,0,Summer,Clear/Cloudy,6,0,0,1,83,21,104
2011-06-18,1,Summer,Clear/Cloudy,6,0,0,1,80,15,95
2011-06-18,2,Summer,Clear/Cloudy,6,0,0,1,37,16,53
2011-06-18,3,Summer,Clear/Cloudy,6,0,0,1,16,4,20
2011-06-18,4,Summer,Clear/Cloudy,6,0,0,1,4,1,5
2011-06-18,5,Summer,Clear/Cloudy,6,0,0,1,6,1,7
2011-06-18,6,Summer,Clear/Cloudy,6,0,0,1,18,9,27
2011-06-18,7,Summer,Clear/Cloudy,6,0,0,1,45,12,57
2011-06-18,8,Summer,Clear/Cloudy,6,0,0,1,103,28,131
2011-06-18,9,Summer,Clear/Cloudy,6,0,0,1,156,62,218
2011-06-18,10,Summer,Clear/Cloudy,6,0,0,1,176,68,244
2011-06-18,11,Summer,Clear/Cloudy,6,0,0,1,270,134,404
2011-06-18,12,Summer,Clear/Cloudy,6,0,0,1,258,162,420
2011-06-18,13,Summer,Clear/Cloudy,6,0,0,1,192,135,327
2011-06-18,14,Summer,Misty/Cloudy,6,0,0,1,196,138,334
2011-06-18,15,Summer,Misty/Cloudy,6,0,0,1,214,153,367
2011-06-18,16,Summer,Misty/Cloudy,6,0,0,1,275,193,468
2011-06-18,17,Summer,Misty/Cloudy,6,0,0,1,239,210,449
2011-06-18,18,Summer,Misty/Cloudy,6,0,0,1,263,118,381
2011-06-18,19,Summer,Misty/Cloudy,6,0,0,1,227,99,326
2011-06-18,20,Summer,Misty/Cloudy,6,0,0,1,127,61,188
2011-06-18,21,Summer,Misty/Cloudy,6,0,0,1,125,58,183
2011-06-18,22,Summer,Misty/Cloudy,6,0,0,1,105,56,161
2011-06-18,23,Summer,Misty/Cloudy,6,0,0,1,97,53,150
2011-06-19,0,Summer,Clear/Cloudy,0,0,0,1,71,18,89
2011-06-19,1,Summer,Misty/Cloudy,0,0,0,1,59,17,76
2011-06-19,2,Summer,Clear/Cloudy,0,0,0,1,59,13,72
